Timestamp,Date,Time,AM/PM,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions
8/29/2022 14:49,8/29/2022,2:49:00 AM,PM,27,Spotify,3,Yes,No,No,Metal,Yes,Yes,200,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,4,0,0,0,Improve,I understand.
8/29/2022 14:53,8/29/2022,2:53:00 AM,PM,24,Spotify,3,Yes,Yes,No,Classical,No,Yes,75,Very frequently,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Never,Never,9,6,1,1,Improve,I understand.
8/29/2022 15:05,8/29/2022,3:05:00 AM,PM,18,Spotify,2,Yes,No,No,Hip hop,Yes,Yes,20,Rarely,Never,Rarely,Never,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Never,Never,Sometimes,Very frequently,Very frequently,Never,Never,10,7,2,0,Improve,I understand.
8/29/2022 15:18,8/29/2022,3:18:00 AM,PM,17,Apple Music,7,Yes,No,No,Rock,No,No,140,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Very frequently,Sometimes,8,7,7,4,Improve,I understand.
8/29/2022 15:20,8/29/2022,3:20:00 AM,PM,19,Spotify,6,Yes,No,No,Metal,Yes,No,111,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Sometimes,1,0,0,0,Improve,I understand.
8/29/2022 16:05,8/29/2022,4:05:00 AM,PM,16,YouTube Music,3,Yes,No,No,Rock,Yes,Yes,150,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,5,7,1,4,Improve,I understand.
8/29/2022 16:07,8/29/2022,4:07:00 AM,PM,64,Other streaming service,5,Yes,No,Yes,Rock,Yes,No,,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Never,7,6,9,2,Improve,I understand.
8/29/2022 16:28,8/29/2022,4:28:00 AM,PM,33,Apple Music,4,Yes,Yes,Yes,Lofi,Yes,Yes,114,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,8,8,2,2,Improve,I understand.
8/29/2022 16:39,8/29/2022,4:39:00 AM,PM,32,I do not use a streaming service.,3,Yes,Yes,No,Rock,No,Yes,93,Very frequently,Sometimes,Sometimes,Sometimes,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Rarely,2,2,8,0,No effect,I understand.
8/29/2022 17:04,8/29/2022,5:04:00 AM,PM,15,Pandora,2,Yes,Yes,No,Pop,Yes,No,145,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,Sometimes,Never,Never,6,0,0,2,Improve,I understand.
8/29/2022 17:22,8/29/2022,5:22:00 AM,PM,27,YouTube Music,3,Yes,No,No,Metal,Yes,Yes,100,Very frequently,Very frequently,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,2,0,1,0,Improve,I understand.
8/29/2022 17:32,8/29/2022,5:32:00 AM,PM,20,I do not use a streaming service.,2,Yes,No,No,Rock,Yes,No,114,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,6,2,6,7,No effect,I understand.
8/29/2022 17:36,8/29/2022,5:36:00 AM,PM,23,I do not use a streaming service.,2,Yes,No,No,Pop,Yes,Yes,109,Rarely,Very frequently,Never,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,6,1,0,5,Improve,I understand.
8/29/2022 17:52,8/29/2022,5:52:00 AM,PM,19,Apple Music,3,No,Yes,No,Classical,Yes,No,,Very frequently,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,7,6,4,0,Improve,I understand.
8/29/2022 17:58,8/29/2022,5:58:00 AM,PM,12,YouTube Music,2,Yes,Yes,Yes,Classical,No,No,,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,0,0,3,0,Improve,I understand.
8/29/2022 18:00,8/29/2022,6:00:00 AM,PM,16,Other streaming service,3,Yes,Yes,Yes,Classical,No,No,72,Very frequently,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Rarely,9,7,10,6,No effect,I understand.
8/29/2022 18:09,8/29/2022,6:09:00 AM,PM,17,Other streaming service,0,No,No,No,Video game music,No,Yes,89,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Very frequently,10,0,0,0,No effect,I understand.
8/29/2022 18:13,8/29/2022,6:13:00 AM,PM,14,Spotify,1,Yes,Yes,No,Pop,Yes,No,140,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,6,6,3,0,Improve,I understand.
8/29/2022 18:22,8/29/2022,6:22:00 AM,PM,32,Spotify,2,Yes,No,No,Metal,Yes,No,84,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Very frequently,4,3,1,6,Improve,I understand.
8/29/2022 18:47,8/29/2022,6:47:00 AM,PM,20,Spotify,2,Yes,Yes,No,Pop,No,Yes,132,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,6,2,2,1,No effect,I understand.
8/29/2022 18:56,8/29/2022,6:56:00 AM,PM,54,I do not use a streaming service.,6,Yes,No,No,Classical,No,No,,Very frequently,Sometimes,Never,Never,Never,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,2,2,3,2,Improve,I understand.
8/29/2022 18:57,8/29/2022,6:57:00 AM,PM,18,Spotify,5,Yes,No,No,K pop,Yes,Yes,124,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Very frequently,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,7,4,5,6,Improve,I understand.
8/29/2022 19:07,8/29/2022,7:07:00 AM,PM,14,Spotify,2,Yes,Yes,No,Classical,Yes,No,181,Very frequently,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Rarely,7,5,3,2,Improve,I understand.
8/29/2022 19:08,8/29/2022,7:08:00 AM,PM,13,Other streaming service,4,Yes,Yes,Yes,Classical,Yes,No,126,Very frequently,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Sometimes,Sometimes,8,5,10,3,Improve,I understand.
8/29/2022 19:44,8/29/2022,7:44:00 AM,PM,19,Apple Music,8,Yes,No,Yes,Country,Yes,No,109,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,7,5,6,5,Improve,I understand.
8/29/2022 20:03,8/29/2022,8:03:00 AM,PM,14,Spotify,4,Yes,Yes,No,Classical,Yes,No,106,Very frequently,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,6,8,8,2,Improve,I understand.
8/29/2022 20:03,8/29/2022,8:03:00 AM,PM,14,YouTube Music,1.5,No,Yes,No,Classical,Yes,,140,Very frequently,Never,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,1,2,4,3,Improve,I understand.
8/29/2022 20:04,8/29/2022,8:04:00 AM,PM,18,Apple Music,2,Yes,Yes,No,Rap,Yes,Yes,170,Very frequently,Never,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,3,2,0,2,Improve,I understand.
8/29/2022 20:12,8/29/2022,8:12:00 AM,PM,15,Spotify,5,Yes,No,No,Folk,Yes,Yes,87,Rarely,Sometimes,Never,Very frequently,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Rarely,Rarely,6,7,7,4,Improve,I understand.
8/29/2022 20:18,8/29/2022,8:18:00 AM,PM,24,YouTube Music,6,Yes,Yes,No,Classical,No,No,,Very frequently,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Rarely,Never,6,7,2,0,No effect,I understand.
8/29/2022 20:22,8/29/2022,8:22:00 AM,PM,17,Apple Music,2,Yes,No,No,Pop,No,Yes,117,Rarely,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Very frequently,Very frequently,Never,Never,Sometimes,9,8,4,8,Improve,I understand.
8/29/2022 20:47,8/29/2022,8:47:00 AM,PM,44,Spotify,2,No,No,No,Rock,Yes,No,105,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Never,7,7,2,1,Improve,I understand.
8/29/2022 21:21,8/29/2022,9:21:00 AM,PM,23,Spotify,1,No,Yes,No,Rock,Yes,No,,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Never,Never,Never,Very frequently,Never,1,0,1,0,Improve,I understand.
8/29/2022 21:24,8/29/2022,9:24:00 AM,PM,21,Apple Music,1,No,No,No,Rap,No,No,160,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Never,4,3,4,5,Improve,I understand.
8/29/2022 22:00,8/29/2022,10:00:00 AM,PM,57,Other streaming service,2,No,No,No,R&B,Yes,No,,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,2,0,0,0,Improve,I understand.
8/29/2022 22:04,8/29/2022,10:04:00 AM,PM,23,Spotify,2,Yes,Yes,No,Rock,Yes,Yes,141,Rarely,Rarely,Never,Very frequently,Never,Rarely,Never,Never,Never,Very frequently,Very frequently,Very frequently,Never,Sometimes,Very frequently,Very frequently,0,5,7,0,No effect,I understand.
8/29/2022 22:52,8/29/2022,10:52:00 AM,PM,18,Spotify,1,Yes,Yes,No,Pop,No,Yes,105,Sometimes,Rarely,Never,Never,Rarely,Never,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Never,Never,Never,Very frequently,8,7,7,0,Improve,I understand.
8/29/2022 23:20,8/29/2022,11:20:00 AM,PM,26,Spotify,14,Yes,No,No,Hip hop,Yes,Yes,158,Sometimes,Sometimes,Rarely,Very frequently,Never,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,5,10,8,0,No effect,I understand.
8/29/2022 23:36,8/29/2022,11:36:00 AM,PM,13,YouTube Music,3,Yes,,Yes,Classical,No,No,80,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,8,7,9,2,Improve,I understand.
8/30/2022 0:00,8/30/2022,12:00:00 PM,AM,15,Spotify,3,Yes,Yes,Yes,Classical,Yes,No,118,Very frequently,Never,Never,Never,Never,Never,Never,Rarely,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,9,6,8,5,Improve,I understand.
8/30/2022 0:14,8/30/2022,12:14:00 PM,AM,57,YouTube Music,2,Yes,Yes,Yes,Rock,Yes,No,125,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Never,2,2,7,0,No effect,I understand.
8/30/2022 1:01,8/30/2022,1:01:00 AM,AM,12,Spotify,0.5,Yes,Yes,Yes,Classical,Yes,Yes,109,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,7,8,6,2,Improve,I understand.
8/30/2022 5:16,8/30/2022,5:16:00 AM,AM,26,Spotify,6,Yes,No,No,EDM,No,Yes,156,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,10,10,8,2,No effect,I understand.
8/30/2022 6:05,8/30/2022,6:05:00 AM,AM,17,Spotify,1,Yes,Yes,No,Country,No,No,105,Never,Very frequently,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,8,5,2,3,Improve,I understand.
8/30/2022 6:10,8/30/2022,6:10:00 AM,AM,17,Spotify,2,Yes,Yes,No,Classical,Yes,Yes,,Very frequently,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Sometimes,7,8,2,5,Improve,I understand.
8/30/2022 8:00,8/30/2022,8:00:00 AM,AM,69,Pandora,4,Yes,Yes,Yes,Classical,Yes,Yes,72,Very frequently,Sometimes,Never,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Very frequently,Never,1,1,2,0,Improve,I understand.
8/30/2022 9:35,8/30/2022,9:35:00 AM,AM,17,Spotify,3,Yes,Yes,Yes,R&B,Yes,Yes,148,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Never,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Never,9,10,10,3,No effect,I understand.
8/30/2022 10:10,8/30/2022,10:10:00 AM,AM,32,Spotify,12,Yes,Yes,Yes,Jazz,Yes,Yes,200,Never,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Rarely,Never,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Never,9,4,4,4,Improve,I understand.
8/30/2022 11:05,8/30/2022,11:05:00 AM,AM,22,YouTube Music,3,No,Yes,No,Classical,Yes,No,113,Very frequently,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,8,2,4,0,No effect,I understand.
8/30/2022 11:12,8/30/2022,11:12:00 AM,AM,38,Spotify,1,No,No,No,Metal,Yes,Yes,191,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Never,Sometimes,Rarely,1,1,5,1,Improve,I understand.
8/30/2022 12:03,8/30/2022,12:03:00 PM,PM,18,YouTube Music,10,Yes,No,No,EDM,Yes,No,140,Never,Never,Very frequently,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Never,10,9,9,8,Improve,I understand.
8/30/2022 13:07,8/30/2022,1:07:00 AM,PM,14,Spotify,5,Yes,Yes,No,Classical,Yes,Yes,40,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,3,0,2,3,Improve,I understand.
8/30/2022 14:25,8/30/2022,2:25:00 AM,PM,14,Other streaming service,0.5,Yes,Yes,No,Video game music,Yes,Yes,173,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Never,Never,Never,Very frequently,4,0,4,0,Improve,I understand.
8/30/2022 14:43,8/30/2022,2:43:00 AM,PM,19,Spotify,5,Yes,Yes,Yes,Metal,Yes,Yes,180,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,2,3,5,2,Improve,I understand.
8/30/2022 16:04,8/30/2022,4:04:00 AM,PM,20,YouTube Music,3,Yes,Yes,Yes,Classical,Yes,No,100,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,2,3,3,0,Improve,I understand.
8/30/2022 16:43,8/30/2022,4:43:00 AM,PM,18,Spotify,2,No,No,No,Rock,Yes,No,123,Never,Very frequently,Never,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Very frequently,Never,Sometimes,Sometimes,Sometimes,8,4,3,0,Improve,I understand.
8/30/2022 16:47,8/30/2022,4:47:00 AM,PM,30,Spotify,13,,No,No,K pop,Yes,Yes,145,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Sometimes,10,10,10,7,Improve,I understand.
8/30/2022 17:33,8/30/2022,5:33:00 AM,PM,31,I do not use a streaming service.,4,Yes,Yes,No,Classical,Yes,Yes,55,Very frequently,Rarely,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Sometimes,8,8,9,3,Improve,I understand.
8/30/2022 17:43,8/30/2022,5:43:00 AM,PM,72,Spotify,6,Yes,Yes,Yes,Rock,No,No,77,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Very frequently,Never,0,1,0,2,Improve,I understand.
8/30/2022 18:15,8/30/2022,6:15:00 AM,PM,73,Pandora,3,Yes,No,No,R&B,Yes,Yes,4,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Never,5,4,0,1,Improve,I understand.
8/31/2022 1:39,8/31/2022,1:39:00 AM,AM,16,Spotify,4,Yes,No,No,Pop,Yes,Yes,150,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,7.5,5,7,8.5,Improve,I understand.
8/31/2022 5:45,8/31/2022,5:45:00 AM,AM,19,YouTube Music,3,No,Yes,No,Rap,Yes,Yes,73,Rarely,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,3,3,0,0,Improve,I understand.
8/31/2022 6:36,8/31/2022,6:36:00 AM,AM,16,Spotify,2,Yes,Yes,No,Classical,No,No,155,Very frequently,Rarely,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Never,Never,Rarely,Rarely,7,5,3,1,Improve,I understand.
8/31/2022 8:04,8/31/2022,8:04:00 AM,AM,12,Spotify,2,Yes,Yes,Yes,Classical,Yes,Yes,,Very frequently,Rarely,Never,Never,Rarely,Sometimes,Rarely,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,8,0,1,6,Improve,I understand.
8/31/2022 8:35,8/31/2022,8:35:00 AM,AM,39,Spotify,1,Yes,No,No,Hip hop,Yes,Yes,89,Never,Rarely,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Never,6,4,1,1,Improve,I understand.
8/31/2022 9:42,8/31/2022,9:42:00 AM,AM,15,Spotify,6,Yes,Yes,No,K pop,Yes,Yes,110,Sometimes,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Never,8,8,7,10,No effect,I understand.
8/31/2022 12:53,8/31/2022,12:53:00 PM,PM,14,Spotify,9,Yes,No,No,R&B,Yes,Yes,140,Very frequently,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Rarely,Rarely,10,8,9,5,Improve,I understand.
8/31/2022 13:20,8/31/2022,1:20:00 AM,PM,21,Spotify,1,No,No,No,Country,No,No,135,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,3,0,2,0,Improve,I understand.
8/31/2022 14:28,8/31/2022,2:28:00 AM,PM,38,Apple Music,1,Yes,No,No,Video game music,No,No,125,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,5,5,7,1,Worsen,I understand.
8/31/2022 15:48,8/31/2022,3:48:00 AM,PM,23,Spotify,0.5,No,No,Yes,Hip hop,Yes,Yes,110,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,7,7,6,5,Improve,I understand.
8/31/2022 16:47,8/31/2022,4:47:00 AM,PM,16,Other streaming service,1,No,No,No,EDM,Yes,No,140,Never,Never,Very frequently,Never,Never,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,7,4,6,3,Improve,I understand.
8/31/2022 18:56,8/31/2022,6:56:00 AM,PM,21,Apple Music,1.5,Yes,Yes,No,Folk,No,No,105,Never,Sometimes,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,3,3,1,0,,I understand.
8/31/2022 18:56,8/31/2022,6:56:00 AM,PM,13,Spotify,6,Yes,No,No,Rap,Yes,No,112,Never,Never,Never,Never,Never,Very frequently,Never,Rarely,Never,Rarely,Never,Rarely,Never,Very frequently,Never,Never,4,0,0,2,Worsen,I understand.
8/31/2022 20:40,8/31/2022,8:40:00 AM,PM,16,Spotify,4,Yes,No,No,Rock,Yes,No,96,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Never,Very frequently,Sometimes,3,0,6,9,Improve,I understand.
8/31/2022 21:04,8/31/2022,9:04:00 AM,PM,18,Spotify,6,Yes,No,Yes,Rock,Yes,No,,Sometimes,Rarely,Rarely,Very frequently,Never,Sometimes,Never,Sometimes,Never,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,5,1,6,0,Improve,I understand.
8/31/2022 23:09,8/31/2022,11:09:00 AM,PM,21,Spotify,4,Yes,No,No,Metal,Yes,Yes,155,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Very frequently,Very frequently,10,6,8,0,Improve,I understand.
9/1/2022 1:16,9/1/2022,1:16:00 AM,AM,17,Spotify,1.5,Yes,No,No,Classical,Yes,Yes,174,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Sometimes,Never,Very frequently,Rarely,Never,Never,Never,7,5,1,2,No effect,I understand.
9/1/2022 2:32,9/1/2022,2:32:00 AM,AM,24,Apple Music,2,Yes,No,No,Rock,Yes,Yes,93,Rarely,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Very frequently,Never,7,7,0,4,No effect,I understand.
9/1/2022 3:38,9/1/2022,3:38:00 AM,AM,14,Apple Music,2,Yes,No,No,Pop,Yes,No,78,Rarely,Never,Never,Sometimes,Never,Sometimes,Never,Rarely,Very frequently,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,6,0,0,0,Improve,I understand.
9/1/2022 5:01,9/1/2022,5:01:00 AM,AM,25,Spotify,4,Yes,No,No,Rock,Yes,Yes,,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,6,2,3,2,Improve,I understand.
9/1/2022 5:20,9/1/2022,5:20:00 AM,AM,22,Spotify,3,Yes,No,No,Lofi,Yes,Yes,174,Rarely,Very frequently,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,7,6,7,9,Improve,I understand.
9/1/2022 9:25,9/1/2022,9:25:00 AM,AM,20,I do not use a streaming service.,4,Yes,No,No,Rock,Yes,Yes,120,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Rarely,5,7,7,0,No effect,I understand.
9/1/2022 12:04,9/1/2022,12:04:00 PM,PM,23,Spotify,2,Yes,No,No,Pop,No,No,75,Sometimes,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,7,6,4,3,Improve,I understand.
9/1/2022 13:13,9/1/2022,1:13:00 AM,PM,61,Pandora,2,Yes,No,No,Rock,Yes,No,94,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,2,2,2,0,Improve,I understand.
9/1/2022 13:14,9/1/2022,1:14:00 AM,PM,24,Spotify,6,Yes,No,No,Video game music,No,Yes,180,Sometimes,Never,Sometimes,Very frequently,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Very frequently,9,5,0,7,Improve,I understand.
9/1/2022 14:56,9/1/2022,2:56:00 AM,PM,34,Spotify,0,No,Yes,No,Rock,No,Yes,115,Rarely,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,3,7,8,0,Worsen,I understand.
9/1/2022 14:57,9/1/2022,2:57:00 AM,PM,49,Spotify,1,No,No,No,Pop,Yes,No,128,Sometimes,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Sometimes,Never,4,5,9,1,Improve,I understand.
9/1/2022 14:59,9/1/2022,2:59:00 AM,PM,33,I do not use a streaming service.,4,Yes,Yes,No,Rock,Yes,Yes,112,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Very frequently,Very frequently,1,0,7,0,Improve,I understand.
9/1/2022 15:01,9/1/2022,3:01:00 AM,PM,22,I do not use a streaming service.,2,No,Yes,Yes,Metal,No,No,140,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,3,2,0,2,No effect,I understand.
9/1/2022 15:05,9/1/2022,3:05:00 AM,PM,38,Spotify,3,Yes,No,No,Metal,Yes,Yes,143,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Never,1,6,1,2,Improve,I understand.
9/1/2022 15:21,9/1/2022,3:21:00 AM,PM,23,YouTube Music,4,No,No,No,Hip hop,Yes,No,72,Rarely,Rarely,Never,Rarely,Never,Very frequently,Rarely,Never,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Rarely,8,10,4,0,No effect,I understand.
